sub_id,fri_win,fri_loss,str_win,str_loss,comp_win,comp_loss
1001,-0.2571670627,-0.1793711021,-0.3565097532,1.203517701,-1.553162168,-0.4681670826
1006,-0.2423753367,-0.4995147735,-0.7642738724,0.7447858667,0.7720126382,-0.2523659029
1009,-3.870979531,-1.544140811,-2.926092271,2.406689844,-1.017908804,-0.539550674
1010,-2.80329658,0.4353622957,-2.261348488,1.066707343,-3.465533404,-0.5341650006
1012,0.7654383903,1.984075357,0.2607430876,0.8534410499,0.03048273287,0.04370828231
1013,-3.898808582,0.04986089261,-2.095544691,-0.4672932571,-0.9927191958,-0.3385922086
1015,-0.2159327112,0.3680345201,-1.288682186,0.2330953396,-0.3711864769,-0.9586387444
1016,1.028540857,-0.01980533304,-0.8128244493,1.439311763,-1.287701683,-0.02279590283
1019,0.5451597256,0.6504548796,0.07495585612,0.4210760669,-0.1531816652,0.007302263521
1021,0.3012378671,0.2089517845,-2.017979734,0.7428144326,0.3784791102,0.4423628669
1242,-0.6015210284,-0.8341430544,-0.4861900285,0.343241276,-1.686615707,1.153216006
1243,0.6994416676,-0.3204334606,-0.5097268727,0.2577070195,0.2381249151,-1.104808842
1244,-0.0524844779,-0.0886797831,0.5000588482,0.7048257251,0.02441249108,0.8305756528
1248,1.918533557,-0.8274314825,1.196005789,0.7476430326,0.7538817338,-0.710729865
1249,0.1625428455,-0.02909184739,-1.137224757,-0.2519831695,-0.1067613446,0.8869356615
1251,-1.541950424,-1.928533331,-0.387462107,1.130882732,0.02218067443,0.06532148045
1255,-0.691604694,0.7082991885,1.115773025,0.8490256957,-0.8261372469,0.9958944781
1276,-0.3420885878,-1.58791217,0.2532846122,-0.2796365222,0.401959812,-0.3009244006
1286,-0.9504033482,-0.008177878256,-0.9327721464,2.301513288,-2.125998628,-0.116502412
1294,0.1200965091,-0.6071682178,-1.977581997,-0.3076703894,-1.090271889,-0.09916272371
1301,-1.075926309,-1.206418288,-0.9099808606,-0.2322672222,-1.172035889,-1.04509937
1302,-1.601554613,0.5110978902,-0.8223318468,-0.4884985265,-2.460111493,-0.2952074117
1303,-1.864463569,-0.8067893228,-1.650706545,0.7143800924,-3.36974632,-2.333761069
3116,-0.3635269029,0.6602270679,0.4097910429,1.271551158,-0.2620685313,1.483995734
3122,-0.9763068118,-1.396112461,1.200341502,1.239091979,-0.9843953051,-0.8822588862
3125,-1.107836692,-0.322666342,-0.07426354372,1.863179121,-0.5577354736,2.312379894
3140,0.06014828716,-0.0003935986751,-0.6105273823,0.2635354593,-0.3516756532,0.08728846741
3143,-2.598186515,-1.214160212,-1.198625064,-1.217780699,-1.713860255,-0.1525471371
3166,0.009047858981,0.7384072999,-0.9235126498,1.954800809,0.2248123347,0.4363092841
3167,0.09597761183,1.468846816,-1.082589639,1.45609605,-0.3764285361,1.097296113
3170,-0.3958417641,-0.1409686349,-0.8311644023,0.9905819855,-1.319683643,-1.024114065
3173,-0.9761772055,-0.9355250057,-0.7683696253,1.724314443,-0.3176473316,-0.9762530466
3176,-1.490451653,1.499195552,-1.823574135,-1.568477174,-1.355758479,-1.513997806
3189,-3.505958695,-1.304882141,-1.431450479,-0.3846390733,-2.550143701,-0.1232689952
3190,-0.3289405961,1.098183354,-1.080431253,0.3518087963,-0.0611834769,1.378244664
3200,-0.3453072388,-0.1539865827,-0.9665987402,1.677680026,-0.007806968565,1.282923004
3206,-0.1338893686,0.389585538,-1.471227718,0.9682042183,-1.081778136,0.598853446
3212,-1.036756823,-0.7033227025,-1.05067023,-0.02085618306,-1.496349754,-0.4666672847
3220,0.3610702286,3.34237243,0.3970706021,2.004839627,0.6520694851,1.585675259
