subject_id,str_raw,comp_raw,soc_raw,door_raw,str_diff,comp_diff,soc_diff,door_diff
3125,"[-36.84485245, 11.40705299, 18.98509789, 33.78143311, 59.44491577, -21.80601883, 4.039949894, 33.27114105, 3.948897362, 10.59707355, 20.03392029, 34.44139481, 18.07676888, 19.8269062, 19.36215782, 23.56064034]","[23.69557571, 37.56196594, 46.72462845, 23.2247715, 55.12376404, -9.813374519, 26.72286415, 39.03328323, 6.40722084, 30.79918861, 47.48411179, 45.62474442, 63.18963242, 16.45377159, 11.79767227, 27.82886505]","[-14.44803715, 36.63545609, 5.544222832, -25.02674866, 68.45876312, -88.03672028, -71.20977783, -10.83187199, -37.32133102, -18.94412231, 21.85399628, -3.671731949, 27.17792702, -34.27392578, -55.52375793, -28.64731216]","[-167.2400208, -257.8990173, -102.5196457, 73.10551453, 57.70488358, -148.8904572, -72.18653107, 1.507223368, -269.6026611, -104.451828, -38.98828888, -22.02035141, -28.60037804, 25.29661942, -5.078538418, -9.19039917]","[-0.42377661  0.30135616  0.41523951  0.6375998   1.02327228 -0.19777204
  0.19064286  0.62993109  0.18927451  0.28918374  0.43100128  0.64751774
  0.40158908  0.42789026  0.42090599  0.48400106]","[ 0.48602888  0.69441389  0.83211098  0.4789536   0.95833373 -0.0175458
  0.53152316  0.71652494  0.22621836  0.59278243  0.84352454  0.81558185
  1.07954813  0.37719857  0.30722641  0.54814422]","[-0.08719581  0.68049024  0.21324917 -0.24617338  1.15873296 -1.19309132
 -0.94021494 -0.03285185 -0.43093716 -0.15476327  0.4583535   0.0747512
  0.53836188 -0.38514055 -0.70448441 -0.30058344]","[-2.38336366 -3.74579295 -1.41074167  1.22856465  0.99712296 -2.10760523
 -0.95489365  0.15258088 -3.92167607 -1.43977863 -0.45598831 -0.20099304
 -0.29987811  0.51008947  0.05360962 -0.00818369]"
3140,"[-50.20427322, -40.13993073, -25.10838509, -26.84001923, -7.377095699, -52.51841736, -26.91709709, -12.1523695, -26.43972778, -10.51708221, -10.00463581, -2.228428602, -0.442183435, -4.82716465, -10.19074726, -5.763260841]","[124.7542877, 103.3961563, 93.27868652, 71.0612793, 101.6971893, 144.803421, 131.3776855, 106.5647278, 131.1407776, 122.5002136, 97.16602325, 112.9933853, 80.8221817, 121.2386856, 155.7657928, 116.7250061]","[67.72489166, 87.59262848, 73.34068298, 56.7818985, 80.5644455, 40.8654747, 9.853469849, 88.30354309, 47.00141525, 58.07107162, 97.21089935, 71.29560089, 86.13600159, -17.06351662, 56.49473953, 130.074707]","[-26.11748695, -10.37687397, -14.82385826, 15.93052673, 0.7584810853, -46.85313416, -63.97319031, 16.63603973, 11.74494648, 3.328980207, 38.03240204, 58.54153061, 64.83142853, -77.01732635, -29.85131073, 20.72089577]","[-1.47217672 -1.30617864 -1.05825309 -1.08681412 -0.76579882 -1.51034548
 -1.08808541 -0.84456068 -1.08021184 -0.81758877 -0.80913664 -0.68087834
 -0.65141658 -0.72374107 -0.8122063  -0.73918074]","[1.41353435 1.06126009 0.89438575 0.52793888 1.03323787 1.7442184
 1.52277857 1.11352151 1.51887109 1.37635636 0.95850225 1.21955375
 0.68893211 1.35554912 1.92502828 1.28110192]","[ 0.47290956  0.80060171  0.56553464  0.2924193   0.68468109  0.02989885
 -0.48160334  0.81232731  0.1311031   0.31368251  0.95924243  0.5318037
  0.77657657 -0.92556358  0.28768299  1.50128766]","[-1.0748969  -0.81527622 -0.88862337 -0.38137028 -0.6316132  -1.41690409
 -1.69927687 -0.36973378 -0.45040592 -0.5892162  -0.01682896  0.32144211
  0.42518569 -1.91442272 -1.1364814  -0.30235946]"
3143,"[-68.23762512, -93.90345001, -55.16176224, -3.955751181, -29.69924545, -67.52253723, -44.26992416, -2.501914978, -75.26052856, -33.10963821, 5.926271915, -23.52998161, 12.83632278, -10.93585396, -22.43340492, 19.26371765]","[-15.32688713, -104.170166, -75.95948792, -40.37698364, -90.77881622, -36.5371933, 3.7407341, 27.86523247, -69.33056641, -19.80348396, 8.366086006, -29.97328377, -11.51190281, -17.45594597, -22.70443916, -3.510822773]","[-134.9592133, -192.4930878, -125.8371964, -112.4629364, -73.64517212, -102.0366669, -33.1671257, 46.20414352, -193.4532471, -19.51596451, 39.6403923, -98.40667725, -15.46574211, -38.58856583, -74.12532806, -20.07406807]","[-1.150395036, -162.111557, -28.97724533, 100.9972, 0.5278602839, -36.07862854, 36.43498993, 59.80368805, -204.1229706, -11.92823124, 113.1896057, 10.97228241, 177.7908936, 45.99686813, 4.557727814, 43.89183807]","[-0.54276589 -0.91758075 -0.3518105   0.39598443  0.02003531 -0.532323
 -0.19274985  0.41721575 -0.64532595 -0.02976889  0.54029808  0.11012912
  0.64121008  0.29404941  0.12614314  0.73507354]","[ 0.22992428 -1.06751233 -0.65553331 -0.13589869 -0.87194967 -0.07982372
  0.50838124  0.8606871  -0.55872683  0.1645496   0.57592829  0.01603335
  0.28563699  0.19883224  0.12218505  0.40248201]","[-1.51714496 -2.35734982 -1.38393017 -1.18861709 -0.62173584 -1.03635544
 -0.03060841  1.12850223 -2.37137166  0.16874844  1.03264747 -0.98334433
  0.22789649 -0.10978126 -0.62874788  0.16059809]","[ 0.43695288 -1.91366842  0.03057915  1.92868113  0.46146154 -0.073127
  0.98583688  1.32710529 -2.52718862  0.27955708  2.10673482  0.61398828
  3.05014975  1.12547525  0.52031234  1.09473412]"
3166,"[-4.100542068, -19.1989975, 5.511033535, 4.709847927, 4.376935005, -19.31699371, 6.918493748, -15.41298485, -25.81139755, 3.613445282, -0.1506385356, -2.014966488, 3.448526144, 4.811593533, -2.993483305, 1.64279151]","[10.61131191, 10.81158257, 19.7692585, 16.30438614, 24.42960739, 40.90283966, 44.74718857, 32.54791641, 19.29899979, 31.08234215, 24.63361549, 22.35957146, 17.31774521, 42.05770111, 26.63746643, 21.3682766]","[160.9756927, 197.7352448, 150.2249908, 116.017952, 124.339859, 28.51806068, 14.70696449, 100.8778152, 186.997345, 145.829422, 149.2950592, 183.0140076, 165.847702, -70.08184052, 126.4398193, 190.5314331]","[158.3815155, 235.5819397, 167.0561218, 98.73595428, 172.7674408, -73.55886078, -37.62534332, 117.5639877, 167.8192596, 128.9946899, 123.39785, 160.1939392, 123.4933624, -116.0871582, 146.6967773, 205.3755646]","[-0.83936671 -1.02524936 -0.72103507 -0.73089876 -0.73499737 -1.02670205
 -0.70370731 -0.97863836 -1.10665705 -0.74439698 -0.790738   -0.81369043
 -0.74642736 -0.72964613 -0.82573731 -0.76865842]","[-0.65824366 -0.65577806 -0.54549681 -0.58815413 -0.48812154 -0.28531351
 -0.23798432 -0.38817405 -0.55128634 -0.40621727 -0.48560992 -0.51360652
 -0.57567829 -0.27109559 -0.46093978 -0.52581071]","[ 1.19294758  1.64550796  1.06059174  0.63945629  0.74191035 -0.43778709
 -0.60782058  0.45306049  1.51330973  1.00647627  1.049143    1.46426939
  1.25292868 -1.65168677  0.76776373  1.55681918]","[ 1.16100971  2.11145256  1.26780599  0.42669125  1.33812014 -1.69449365
 -1.25210288  0.6584901   1.27720126  0.79921768  0.73031293  1.18332313
  0.73148882 -2.21807517  1.0171546   1.73957075]"
3167,"[51.47997284, 132.5477905, 112.4822998, 54.65329742, 120.7580109, 83.2130661, 31.11696243, 9.198431015, 64.76795197, 49.50815964, 22.17811012, 68.10578918, 46.02803802, 6.483542442, 14.77649403, -6.470880508]","[40.69653702, 18.26778221, 48.67729568, 37.15486145, 48.6585083, 38.64095688, 46.60077286, 13.74662399, 75.40293121, 71.41365814, 26.84264183, 57.58196259, 36.82022095, 23.58678627, 51.40004349, 13.00000286]","[116.0841217, 58.05400848, 114.2832184, 125.9452744, 53.54506683, -22.67703629, 29.59264565, 36.95664215, -57.85506821, 48.34334564, 109.5750122, 3.567649364, 137.0431213, -71.49463654, 5.979595661, 7.980633259]","[190.3468933, 70.67311096, 187.5699921, 239.4660492, 125.407074, 200.3801575, 135.6751556, 90.30921936, 268.5799866, 213.3794861, 147.2358398, 243.5827026, 145.8070679, -5.599794865, 83.04232025, 4.360358238]","[-0.27719839  0.87360104  0.58876106 -0.23215141  0.70623904  0.17326921
 -0.56626181 -0.87740666 -0.08856868 -0.30518929 -0.69315342 -0.04118636
 -0.35459141 -0.9159459  -0.79822318 -1.0998406 ]","[-0.43027482 -0.74866254 -0.31698384 -0.48055072 -0.31725053 -0.45945483
 -0.34646115 -0.81284271  0.06240033  0.00577054 -0.62693799 -0.1905775
 -0.48530112 -0.67315654 -0.27833303 -0.82344138]","[ 0.63989078 -0.18387657  0.61432603  0.77987492 -0.24788332 -1.32989533
 -0.58790027 -0.48336455 -1.82926562 -0.32172443  0.54749062 -0.9573385
  0.93741458 -2.02288631 -0.92309968 -0.89469392]","[ 1.69408908 -0.00474191  1.65466953  2.39136079  0.77223489  1.83651643
  0.9179956   0.27400276  2.80464813  2.02104859  1.08210546  2.44979881
  1.06182331 -1.08747509  0.17084539 -0.94608559]"
3170,"[-30.5406971, -19.86733627, -20.09571075, -18.88542366, -19.86655426, -25.48260689, -37.15764618, -23.11876106, -32.08933258, -38.85291672, -28.00271225, -29.03095436, -19.19138908, -22.29630852, -33.15632629, -19.83527184]","[-20.94252014, -33.97572327, -29.77109909, -33.03450394, -39.75960541, -26.73877525, -26.95008278, -25.9629097, -44.7549324, -34.57310104, -33.57704544, -42.01899719, -36.97645187, -27.54838943, -30.78298569, -23.11384773]","[18.71623039, 72.25247192, 75.8212204, 112.9518509, 87.8928299, 17.25763702, 15.91932487, 41.23825836, 62.75819778, 67.41629028, 99.71640778, 97.11945343, 129.526535, 11.7905302, 22.87987709, 35.29962158]","[88.63920593, 51.13034058, 104.9359055, 110.2881927, 39.05906296, -4.622837543, 49.58703995, 90.01271057, 41.46244431, 82.10439301, 114.9751892, 56.67441559, 63.63745117, -7.2182827, 42.54891968, 80.19120026]","[-0.89576397 -0.69170583 -0.69607199 -0.67293318 -0.69169087 -0.79906111
 -1.0222698  -0.75386804 -0.92537148 -1.05468075 -0.84724163 -0.86690002
 -0.67878276 -0.73814402 -0.94577075 -0.6910928 ]","[-0.71226168 -0.96143636 -0.88105045 -0.9434417  -1.07201523 -0.82307711
 -0.82711698 -0.80824376 -1.16751816 -0.97285729 -0.95381425 -1.11521131
 -1.01880564 -0.83855568 -0.90039615 -0.7537741 ]","[ 0.04595227  1.06948237  1.13771132  1.84759152  1.36850182  0.01806622
 -0.00752024  0.4765386   0.88796654  0.97702206  1.59455033  1.54490058
  2.16447384 -0.0864564   0.12555475  0.36300105]","[ 1.38277137  0.6656599   1.69433905  1.7966665   0.43487575 -0.4002546
  0.63615438  1.40903065  0.48082468  1.25783586  1.88627462  0.77165404
  0.9047765  -0.44987549  0.50159641  1.22125857]"
3173,"[7.275380611, 0.8059898615, 33.77226257, 25.40009689, 15.10789967, -27.424963, 12.87854576, 16.55957603, 17.07652664, 48.47442627, 29.77343178, 35.69460678, 16.25442886, -4.041584492, 31.16909409, 21.97670364]","[-51.41147614, -86.32067108, -88.70362091, -54.58338547, -93.56666565, -12.8062315, -24.38961792, -13.79902554, -51.66654587, -66.42045593, -29.88157272, -61.43852234, -28.21262741, 29.58247185, 11.53524876, 4.876170635]","[49.57849884, -85.51546478, -5.942927361, 52.0270462, 70.04941559, 94.39144897, -23.82217216, -16.4205265, 19.35635567, -1.516327858, -13.8214159, 29.82097435, 53.37427139, -27.11154938, -8.099096298, 21.32065392]","[-95.86240387, -0.7493422627, -40.16441727, -0.8086001873, 41.84857178, -77.50662994, -107.9051285, -57.44318771, 70.0297699, 67.69562531, 29.36094856, 88.96028137, 52.94261551, -133.0297394, -56.98996353, 16.80916977]","[ 0.24848933  0.11943518  0.77706037  0.61004886  0.40473574 -0.44372785
  0.36026364  0.4336944   0.44400675  1.07034537  0.69729     0.81540811
  0.42760719  0.02273371  0.72513126  0.54175756]","[-0.922221   -1.61860443 -1.66614052 -0.98549559 -1.76315061 -0.15210719
 -0.3831775  -0.17191187 -0.92730923 -1.22162649 -0.49273335 -1.12224477
 -0.45944052  0.69348065  0.33346699  0.20062887]","[ 1.09236988 -1.60254183 -0.01519509  1.14121454  1.50073242  1.98631763
 -0.37185785 -0.22420668  0.48948575  0.0731086  -0.17235852  0.6982384
  1.16808956 -0.43747574 -0.05820726  0.5286704 ]","[-1.80894697  0.08840875 -0.69785989  0.08722665  0.93817002 -1.4427782
 -2.04918035 -1.04254414  1.50034052  1.45377801  0.68906161  1.87797439
  1.15947871 -2.55037675 -1.03350303  0.4386734 ]"
3176,"[64.61136627, 43.45739365, 33.09560394, 14.32245541, -4.760677814, 43.85002899, 15.77398014, -0.8357641697, -4.491341114, -23.1072197, -8.132864952, -31.94376564, -9.133150101, -23.23507309, -36.26805115, -6.40294075]","[72.61385345, 58.44295883, 38.45046616, 28.23427391, 7.865813255, 52.69896317, 57.58378601, 30.7704258, 38.57273865, 21.94823074, 18.62944794, -13.60838032, 0.3795057833, 21.19300079, 13.78422546, 11.84015083]","[2.01250267, 101.418457, 21.10451317, 4.819747925, -1.663046718, 14.83335209, -74.67107391, -51.56010437, -34.2155838, -111.3654709, -46.69281769, -139.9738312, -36.61672592, -112.7360229, -171.7962189, -59.5555954]","[-44.83370209, -51.1868782, -67.83452606, -79.21936035, -117.1510239, -102.1362534, -106.7800446, -134.4448547, -88.08453369, -68.78125763, -124.6053391, -82.24597168, -124.1852417, -33.54102707, -71.25688171, -105.9971161]","[ 1.47390399  1.12430752  0.95306568  0.64281538  0.32744218  1.13079632
  0.66680368  0.3923064   0.33189331  0.0242421   0.27171247 -0.12179313
  0.25518148  0.02212916 -0.19325748  0.30030168]","[1.60615533 1.37196316 1.04156163 0.87272598 0.5361111  1.27703628
 1.35776423 0.91463914 1.04358234 0.76884108 0.71399394 0.18122257
 0.41239029 0.75635993 0.63392044 0.60179212]","[ 0.43937766  2.08218826  0.75489756  0.48577098  0.3786345   0.6512586
 -0.82791658 -0.44597823 -0.15933783 -1.43433845 -0.36554009 -1.90712822
 -0.19901978 -1.45698858 -2.4330339  -0.57811396]","[-0.33481583 -0.43981019 -0.71493388 -0.90308284 -1.52995212 -1.28181382
 -1.35855841 -1.8157548  -1.04959117 -0.73057983 -1.65314422 -0.95310146
 -1.64620157 -0.14818992 -0.77149269 -1.34561952]"
3189,"[32.21287918, 25.85041428, 44.61516571, 51.13476562, 44.72322464, 13.2948494, 27.07903671, 62.26234818, 19.18955421, 65.67723846, 83.29748535, 82.82206726, 71.00876617, 27.88176918, 72.21123505, 85.95853424]","[50.28915787, 87.27947998, 78.03282928, 62.77177811, 106.0895538, 87.62426758, 63.63053131, 61.99139786, 115.766861, 102.112587, 85.95159912, 114.18927, 90.47975922, 60.96763611, 103.2441406, 87.8704071]","[-31.21134186, -116.8679657, 0.59580791, 70.81732178, -29.48892593, -179.2304688, -8.457280159, 74.96535492, -197.6313324, 34.59408188, 150.4756622, 43.43495941, 122.2846069, 50.02844238, 61.17620468, 127.997757]","[6.69101572, -12.12928963, -24.48030663, 4.564119816, -54.67946625, 166.1397705, 64.98064423, 57.15048218, 44.39055634, -29.01946449, 13.79578686, -66.88012695, -9.218187332, 19.71969032, -70.36346436, 6.505050659]","[-0.09209735 -0.18667093  0.09225396  0.18916325  0.09386018 -0.37330062
 -0.16840832  0.35456697 -0.28567996  0.40532692  0.66723956  0.6601728
  0.48457635 -0.15647627  0.50245021  0.70679419]","[0.17659388 0.72642912 0.58898413 0.36213929 1.0060277  0.73155415
 0.37490406 0.35053948 1.1498741  0.94691287 0.7066911  1.12642431
 0.77399903 0.33532198 0.96373263 0.73521284]","[-1.03485399 -2.30807974 -0.56206298  0.48173066 -1.00925149 -3.23505469
 -0.69663079  0.54338827 -3.50857065 -0.05670244  1.66579613  0.07471102
  1.24675583  0.17271853  0.33842221  1.3316778 ]","[-0.47146198 -0.75121264 -0.93480187 -0.5030768  -1.38369123  1.89863213
  0.39497254  0.27858266  0.0889153  -1.00227327 -0.36585453 -1.56504551
 -0.70794115 -0.27779985 -1.61682288 -0.47422622]"
3190,"[-32.45125961, -31.08178139, -17.72219467, 4.928220272, -27.86473846, -31.9771328, -31.59375954, -1.202792883, -19.9008255, -21.65579033, -5.54801321, -70.12248993, -26.16212082, -11.31430149, -5.066508293, -9.464046478]","[66.28201294, 71.2901535, 65.75778961, 48.20845413, 77.49185944, 21.02194405, 40.33745193, 33.05978775, 49.53887177, 35.32910919, 17.32157707, 96.64897156, 25.58778954, -1.530642509, -27.90657806, -23.45319557]","[29.03314781, 97.50900269, 45.82409286, -15.6963892, 35.72905731, 120.7443542, 116.7456512, 40.44936752, 228.5407562, 165.6134491, 14.7821846, 144.4082184, -32.7968483, 85.86252594, 152.8826141, 41.61289215]","[34.52602768, 356.1077271, 203.5786133, 64.62768555, 243.3049011, 313.1018982, 194.850174, 32.56071091, 619.4724731, 445.0671387, 99.17511749, 580.9467773, 60.08728409, 101.1698074, 308.7277527, 31.27535439]","[-0.82723446 -0.8172935  -0.72031706 -0.55589906 -0.79394118 -0.8237928
 -0.82100992 -0.60040372 -0.73613161 -0.7488708  -0.63194541 -1.10068765
 -0.78158198 -0.67380255 -0.62845019 -0.66037166]","[-0.11053557 -0.07418177 -0.11434087 -0.24173044 -0.02916396 -0.43907569
 -0.29886557 -0.3516937  -0.23207302 -0.33522083 -0.46593643  0.10989636
 -0.40593249 -0.60278356 -0.79424489 -0.76191805]","[-0.38092284  0.11613928 -0.25903838 -0.70561186 -0.33231763  0.2848033
  0.25577695 -0.29805319  1.0672909   0.61050536 -0.48436972  0.45657787
 -0.82974307  0.0315982   0.51809299 -0.28960723]","[-0.34105035  1.99329188  0.88609221 -0.12254423  1.17446294  1.68111515
  0.82273299 -0.35531647  3.90504074  2.6390429   0.1282335   3.62538503
 -0.15550273  0.14271284  1.64936349 -0.3646468 ]"
3200,"[26.032547, 25.98154068, 18.99890709, 23.04244804, 13.06274891, 38.71340942, 41.91822815, 33.85239792, 48.48722076, 43.50426483, 31.94202995, 45.66587067, 31.0691967, 42.24494934, 39.43981171, 36.62394333]","[-23.30281448, -36.17382431, -57.45665359, -34.22354889, -77.11401367, 5.004380226, -15.63563538, -18.23599434, -1.373315454, -30.23643684, -17.42529106, -56.94267273, -33.42108536, -18.33623505, -9.655601501, -1.174233317]","[-43.04047012, 21.20704842, 52.75563049, -25.62180901, 130.1052094, -79.38757324, -74.64598846, -18.30828285, -9.616799355, -37.76078415, -11.88068771, 37.04598618, 0.1360627711, -47.84004974, -67.53613281, -18.37346649]","[-48.6645813, 60.60841751, 21.78597641, -55.43224716, 89.87480927, -3.780846596, 23.03055382, 12.72098255, 75.58699036, 41.92782211, -2.902342796, 19.98964882, 8.174796104, 54.72289658, 65.44348907, 57.70764923]","[0.47969616 0.4785127  0.31650027 0.4103193  0.17876837 0.77392
 0.84827883 0.66113386 1.00069388 0.88507836 0.61680913 0.93523236
 0.59655749 0.85585948 0.79077413 0.7254398 ]","[-0.66499252 -0.9636282  -1.45743655 -0.91837752 -1.91353045 -0.00820347
 -0.48709713 -0.54743117 -0.15618    -0.82586777 -0.52862107 -1.44551106
 -0.89975861 -0.54975697 -0.34834722 -0.15156086]","[-1.12294945  0.367734    1.09973035 -0.71879828  2.89441036 -1.96628202
 -1.85626685 -0.54910842 -0.34744693 -1.00044915 -0.3999741   0.73523212
 -0.12115912 -1.23431023 -1.69130259 -0.55062082]","[-1.25344117  1.28193225  0.3811664  -1.41046588  1.96097677 -0.21204001
  0.41004333  0.17083864  1.62946801  0.84850143 -0.1916568   0.33948766
  0.06535714  1.14537524  1.39411652  1.21462805]"
3206,"[65.8766861, 58.68020248, 42.61283875, 39.06587982, 28.93894386, 106.3004303, 88.51038361, 87.78130341, 98.8793335, 82.41238403, 66.93003082, 85.76365662, 56.19241714, 85.24993134, 87.07196045, 88.09113312]","[-36.04637527, -30.41887283, -26.35921097, -18.49081993, -20.21221924, -45.26428986, -33.89285278, -17.6662693, -27.58718109, -23.36762619, -11.322855, -15.35902691, -0.975153029, -31.59743118, -29.97022057, -21.684515]","[-88.09175873, -199.6168365, -110.1841278, -4.997022629, -105.9910126, -119.8632355, -65.6518631, -43.03647614, -92.62709808, -28.11576462, 7.832183361, 32.50697327, 19.07269669, -41.66283417, -17.03443718, -42.47118759]","[167.4329529, 226.5666351, 203.164917, 105.2379456, 125.1592484, 167.4841003, 169.4608765, 124.2177277, 193.472641, 184.0038147, 119.7135696, 141.0046387, 139.5567474, 123.5612869, 216.4260406, 167.5585632]","[ 0.29697963  0.21943369  0.04629929  0.00807892 -0.1010442   0.732567
  0.54086977  0.53301354  0.65260073  0.47516058  0.30832998  0.51127233
  0.19262648  0.50573666  0.52537     0.53635212]","[-0.80129561 -0.74065628 -0.69691126 -0.61212516 -0.63067415 -0.90062355
 -0.77809026 -0.60324018 -0.71014329 -0.66467534 -0.53488652 -0.57837842
 -0.42338452 -0.75335587 -0.73582181 -0.64653892]","[-1.36211232 -2.5638544  -1.60016936 -0.46672231 -1.55498631 -1.7044669
 -1.1203105  -0.87661767 -1.41098302 -0.71583906 -0.32848078 -0.06259679
 -0.20735827 -0.86181594 -0.59643186 -0.87052638]","[1.39130247 2.02849937 1.7763334  0.72111816 0.9357808  1.39185361
 1.41315442 0.92563541 1.67189397 1.56986233 0.87710071 1.10652331
 1.09092152 0.91856191 1.91922907 1.39265599]"
3212,"[16.30897713, 53.31537247, 35.00270844, 25.44613457, 65.197258, 46.4665947, 45.47607422, 19.93226433, 65.45918274, 56.1445961, 25.15173721, 74.23164368, 42.50508881, 68.78690338, 68.23738861, 20.08050346]","[-36.1259613, -34.67436218, -32.80838013, -22.7799778, -29.82421494, -69.74671173, -49.85227203, -14.27771759, -68.78142548, -65.4149704, -40.23638153, -56.03193665, -40.94067764, -45.2487793, -77.98233795, -38.7729454]","[58.27016449, -13.18427658, 65.30114746, 100.1805038, 47.83485413, 4.030100346, 84.84022522, 52.04837036, 22.47546387, 67.50948334, 79.79157257, 43.96477127, 84.80118561, 91.91596985, 99.43740082, 76.48938751]","[-52.00288391, -164.0309296, -77.32160187, -79.40746307, -120.5148849, -75.53948975, -76.70069885, -26.72878456, -104.5903854, -102.4151993, -31.34164047, -156.9617767, -27.05646706, -91.09931946, -125.1890106, -18.07573128]","[0.32546897 0.87497221 0.6030498  0.46114546 1.05140481 0.77327559
 0.75856747 0.3792707  1.0552941  0.91698299 0.45677399 1.18555525
 0.71445169 1.104707   1.09654732 0.38147189]","[-0.45313073 -0.43157612 -0.40386839 -0.25495792 -0.3595569  -0.95236096
 -0.65695096 -0.12870895 -0.93802754 -0.88803948 -0.51416583 -0.74871201
 -0.52462384 -0.58859429 -1.07465072 -0.49243546]","[ 0.94854529 -0.11247258  1.05294745  1.57086656  0.7935927   0.1431415
  1.34308072  0.85615866  0.41703435  1.08573875  1.26811393  0.73612633
  1.34250103  1.44814755  1.55983232  1.2190802 ]","[-0.68888512 -2.35237526 -1.06483953 -1.09581222 -1.70621107 -1.03837718
 -1.05561982 -0.31359325 -1.46975022 -1.43745115 -0.38208896 -2.24740631
 -0.31845897 -1.2694231  -1.77561657 -0.18510517]"
3220,"[3.107845306, -14.70992279, -8.120674133, 0.6149914265, -13.26845932, -9.791049004, -8.484368324, -8.93874836, -14.65391541, -17.93286133, -15.58049297, -25.93312263, -14.45076561, -6.204477787, -10.81205177, -15.63958931]","[84.70343781, 138.4250793, 86.94128418, 40.54753494, 84.15960693, 83.23394775, 57.42268372, 28.61615944, 127.4119949, 75.42041779, 28.60141945, 65.24662018, 24.20414925, 18.66753006, 23.63204575, 4.951033592]","[-58.04459, 116.1295547, 43.76186371, 14.44717979, 133.0803375, -1.727655649, -34.17007065, -14.32334709, 46.70287323, 55.32840347, 37.41698456, 143.7194672, 67.67009735, -37.99499512, 2.011561632, 10.7094183]","[39.0148201, 147.8439331, 25.19795227, 9.696205139, 20.80537033, 179.4837952, 66.83152771, 32.21287155, 125.0824356, 39.02164078, 27.83561325, 14.44619083, 17.39357376, 71.40953064, 50.23291016, 16.35236931]","[-0.60722936 -0.95344155 -0.82540766 -0.65566732 -0.92543287 -0.85786426
 -0.8324745  -0.84130343 -0.95235329 -1.01606559 -0.97035736 -1.17151649
 -0.94840594 -0.78817457 -0.87770308 -0.97150565]","[ 0.97823235  2.02208292  1.02171533  0.12025104  0.96766532  0.94967909
  0.44814746 -0.11158426  1.80809068  0.79785652 -0.11187067  0.60017223
 -0.19731283 -0.30489337 -0.20842922 -0.57141487]","[-1.79546565  1.58886466  0.18270779 -0.38689784  1.9182307  -0.70118666
 -1.33156638 -0.9459301   0.23985374  0.40745407  0.05942217  2.12495673
  0.64726216 -1.40588744 -0.62853095 -0.45952527]","[ 0.09046928  2.2050981  -0.17800251 -0.47921273 -0.26335357  2.81988363
  0.63096814 -0.04169753  1.76282565  0.09060181 -0.12675084 -0.38691706
 -0.32964726  0.71992207  0.30844493 -0.34987862]"
